home_team,away_team,home_goals,away_goals,result,season
Portsmouth,Tottenham Hotspur,0,1,A,2007-2008
Sunderland,Aston Villa,1,1,D,2007-2008
West Ham United,Everton,0,2,A,2007-2008
Wigan Athletic,Blackburn Rovers,5,3,H,2007-2008
Fulham,Newcastle United,0,1,A,2007-2008
Liverpool,Manchester United,0,1,A,2007-2008
Arsenal,Chelsea,1,0,H,2007-2008
Arsenal,Tottenham Hotspur,2,1,H,2007-2008
Aston Villa,Manchester City,1,1,D,2007-2008
Bolton Wanderers,Birmingham City,3,0,H,2007-2008
Fulham,Wigan Athletic,1,1,D,2007-2008
Liverpool,Portsmouth,4,1,H,2007-2008
Middlesbrough,West Ham United,1,2,A,2007-2008
Reading,Sunderland,2,1,H,2007-2008
Manchester United,Everton,2,1,H,2007-2008
Newcastle United,Derby County,2,2,D,2007-2008
Blackburn Rovers,Chelsea,0,1,A,2007-2008
Chelsea,Aston Villa,4,4,D,2007-2008
Tottenham Hotspur,Fulham,5,1,H,2007-2008
West Ham United,Reading,1,1,D,2007-2008
Birmingham City,Middlesbrough,3,0,H,2007-2008
Derby County,Liverpool,1,2,A,2007-2008
Everton,Bolton Wanderers,2,0,H,2007-2008
Sunderland,Manchester United,0,4,A,2007-2008
Wigan Athletic,Newcastle United,1,0,H,2007-2008
Portsmouth,Arsenal,0,0,D,2007-2008
Manchester City,Blackburn Rovers,2,2,D,2007-2008
Birmingham City,Fulham,1,1,D,2007-2008
Chelsea,Newcastle United,2,1,H,2007-2008
Portsmouth,Middlesbrough,0,1,A,2007-2008
Sunderland,Bolton Wanderers,3,1,H,2007-2008
Tottenham Hotspur,Reading,6,4,H,2007-2008
West Ham United,Manchester United,2,1,H,2007-2008
Wigan Athletic,Aston Villa,1,2,A,2007-2008
Everton,Arsenal,1,4,A,2007-2008
Derby County,Blackburn Rovers,1,2,A,2007-2008
Manchester City,Liverpool,0,0,D,2007-2008
Fulham,Chelsea,1,2,A,2007-2008
Arsenal,West Ham United,2,0,H,2007-2008
Manchester United,Birmingham City,1,0,H,2007-2008
Middlesbrough,Everton,0,2,A,2007-2008
Reading,Portsmouth,0,2,A,2007-2008
Aston Villa,Tottenham Hotspur,2,1,H,2007-2008
Newcastle United,Manchester City,0,2,A,2007-2008
Blackburn Rovers,Sunderland,1,0,H,2007-2008
Bolton Wanderers,Derby County,1,0,H,2007-2008
Liverpool,Wigan Athletic,1,1,D,2007-2008
Arsenal,Birmingham City,1,1,D,2007-2008
Aston Villa,Reading,3,1,H,2007-2008
Chelsea,Tottenham Hotspur,2,0,H,2007-2008
Derby County,Wigan Athletic,0,1,A,2007-2008
Everton,Manchester City,1,0,H,2007-2008
Middlesbrough,Liverpool,1,1,D,2007-2008
West Ham United,Fulham,2,1,H,2007-2008
Manchester United,Newcastle United,6,0,H,2007-2008
Sunderland,Portsmouth,2,0,H,2007-2008
Bolton Wanderers,Blackburn Rovers,1,2,A,2007-2008
Birmingham City,Chelsea,0,1,A,2007-2008
Blackburn Rovers,Middlesbrough,1,1,D,2007-2008
Fulham,Arsenal,0,3,A,2007-2008
Portsmouth,Derby County,3,1,H,2007-2008
Reading,Manchester United,0,2,A,2007-2008
Tottenham Hotspur,Sunderland,2,0,H,2007-2008
Newcastle United,Bolton Wanderers,0,0,D,2007-2008
Wigan Athletic,Everton,1,2,A,2007-2008
Manchester City,West Ham United,1,1,D,2007-2008
Liverpool,Aston Villa,2,2,D,2007-2008
Aston Villa,Blackburn Rovers,1,1,D,2007-2008
Arsenal,Newcastle United,3,0,H,2007-2008
Bolton Wanderers,Fulham,0,0,D,2007-2008
Middlesbrough,Wigan Athletic,1,0,H,2007-2008
Sunderland,Birmingham City,2,0,H,2007-2008
Chelsea,Reading,1,0,H,2007-2008
Derby County,Manchester City,1,1,D,2007-2008
West Ham United,Liverpool,1,0,H,2007-2008
Everton,Tottenham Hotspur,0,0,D,2007-2008
Manchester United,Portsmouth,2,0,H,2007-2008
Manchester City,Arsenal,1,3,A,2007-2008
Birmingham City,Derby County,1,1,D,2007-2008
Blackburn Rovers,Everton,0,0,D,2007-2008
Portsmouth,Chelsea,1,1,D,2007-2008
Reading,Bolton Wanderers,0,2,A,2007-2008
Tottenham Hotspur,Manchester United,1,1,D,2007-2008
Wigan Athletic,West Ham United,1,0,H,2007-2008
Liverpool,Sunderland,3,0,H,2007-2008
Newcastle United,Middlesbrough,1,1,D,2007-2008
Fulham,Aston Villa,2,1,H,2007-2008
Aston Villa,Newcastle United,4,1,H,2007-2008
Bolton Wanderers,Portsmouth,0,1,A,2007-2008
Derby County,Tottenham Hotspur,0,3,A,2007-2008
Everton,Reading,1,0,H,2007-2008
Middlesbrough,Fulham,1,0,H,2007-2008
Sunderland,Wigan Athletic,2,0,H,2007-2008
West Ham United,Birmingham City,1,1,D,2007-2008
Manchester United,Manchester City,1,2,A,2007-2008
Chelsea,Liverpool,0,0,D,2007-2008
Arsenal,Blackburn Rovers,2,0,H,2007-2008
Birmingham City,Arsenal,2,2,D,2007-2008
Fulham,West Ham United,0,1,A,2007-2008
Liverpool,Middlesbrough,3,2,H,2007-2008
Portsmouth,Sunderland,1,0,H,2007-2008
Wigan Athletic,Derby County,2,0,H,2007-2008
Newcastle United,Manchester United,1,5,A,2007-2008
Reading,Aston Villa,1,2,A,2007-2008
Blackburn Rovers,Bolton Wanderers,4,1,H,2007-2008
Manchester City,Everton,0,2,A,2007-2008
Arsenal,Aston Villa,1,1,D,2007-2008
Birmingham City,Tottenham Hotspur,4,1,H,2007-2008
Derby County,Sunderland,0,0,D,2007-2008
Fulham,Manchester United,0,3,A,2007-2008
Middlesbrough,Reading,0,1,A,2007-2008
Newcastle United,Blackburn Rovers,0,1,A,2007-2008
West Ham United,Chelsea,0,4,A,2007-2008
Manchester City,Wigan Athletic,0,0,D,2007-2008
Bolton Wanderers,Liverpool,1,3,A,2007-2008
Everton,Portsmouth,3,1,H,2007-2008
Liverpool,West Ham United,4,0,H,2007-2008
Blackburn Rovers,Fulham,1,1,D,2007-2008
Liverpool,Newcastle United,3,0,H,2007-2008
Reading,Manchester City,2,0,H,2007-2008
Sunderland,Everton,0,1,A,2007-2008
Tottenham Hotspur,West Ham United,4,0,H,2007-2008
Wigan Athletic,Arsenal,0,0,D,2007-2008
Aston Villa,Middlesbrough,1,1,D,2007-2008
Portsmouth,Birmingham City,4,2,H,2007-2008
Chelsea,Derby County,6,1,H,2007-2008
Derby County,Manchester United,0,1,A,2007-2008
Liverpool,Reading,2,1,H,2007-2008
Portsmouth,Aston Villa,2,0,H,2007-2008
Sunderland,Chelsea,0,1,A,2007-2008
West Ham United,Blackburn Rovers,2,1,H,2007-2008
Arsenal,Middlesbrough,1,1,D,2007-2008
Fulham,Everton,1,0,H,2007-2008
Wigan Athletic,Bolton Wanderers,1,0,H,2007-2008
Manchester City,Tottenham Hotspur,2,1,H,2007-2008
Birmingham City,Newcastle United,1,1,D,2007-2008
Manchester United,Bolton Wanderers,2,0,H,2007-2008
Tottenham Hotspur,Chelsea,4,4,D,2007-2008
Tottenham Hotspur,Portsmouth,2,0,H,2007-2008
Aston Villa,Sunderland,0,1,A,2007-2008
Blackburn Rovers,Wigan Athletic,3,1,H,2007-2008
Bolton Wanderers,Manchester City,0,0,D,2007-2008
Middlesbrough,Derby County,1,0,H,2007-2008
Newcastle United,Fulham,2,0,H,2007-2008
Reading,Birmingham City,2,1,H,2007-2008
Everton,West Ham United,1,1,D,2007-2008
Manchester United,Liverpool,3,0,H,2007-2008
Chelsea,Arsenal,2,1,H,2007-2008
Birmingham City,Manchester City,3,1,H,2007-2008
Bolton Wanderers,Arsenal,2,3,A,2007-2008
Derby County,Fulham,2,2,D,2007-2008
Portsmouth,Wigan Athletic,2,0,H,2007-2008
Reading,Blackburn Rovers,0,0,D,2007-2008
Sunderland,West Ham United,2,1,H,2007-2008
Manchester United,Aston Villa,4,0,H,2007-2008
Chelsea,Middlesbrough,1,0,H,2007-2008
Tottenham Hotspur,Newcastle United,1,4,A,2007-2008
Liverpool,Everton,1,0,H,2007-2008
Arsenal,Liverpool,1,1,D,2007-2008
Aston Villa,Bolton Wanderers,4,0,H,2007-2008
Blackburn Rovers,Tottenham Hotspur,1,1,D,2007-2008
Fulham,Sunderland,1,3,A,2007-2008
Manchester City,Chelsea,0,2,A,2007-2008
Newcastle United,Reading,3,0,H,2007-2008
Wigan Athletic,Birmingham City,2,0,H,2007-2008
Middlesbrough,Manchester United,2,2,D,2007-2008
Everton,Derby County,1,0,H,2007-2008
West Ham United,Portsmouth,0,1,A,2007-2008
Birmingham City,Everton,1,1,D,2007-2008
Bolton Wanderers,West Ham United,1,0,H,2007-2008
Derby County,Aston Villa,0,6,A,2007-2008
Reading,Fulham,0,2,A,2007-2008
Sunderland,Manchester City,1,2,A,2007-2008
Tottenham Hotspur,Middlesbrough,1,1,D,2007-2008
Portsmouth,Newcastle United,0,0,D,2007-2008
Liverpool,Blackburn Rovers,3,1,H,2007-2008
Manchester United,Arsenal,2,1,H,2007-2008
Chelsea,Wigan Athletic,1,1,D,2007-2008
Everton,Chelsea,0,1,A,2007-2008
Arsenal,Reading,2,0,H,2007-2008
Fulham,Liverpool,0,2,A,2007-2008
Middlesbrough,Bolton Wanderers,0,1,A,2007-2008
West Ham United,Derby County,2,1,H,2007-2008
Wigan Athletic,Tottenham Hotspur,1,1,D,2007-2008
Blackburn Rovers,Manchester United,1,1,D,2007-2008
Aston Villa,Birmingham City,5,1,H,2007-2008
Newcastle United,Sunderland,2,0,H,2007-2008
Manchester City,Portsmouth,3,1,H,2007-2008
Chelsea,Manchester United,2,1,H,2007-2008
Birmingham City,Liverpool,2,2,D,2007-2008
Manchester City,Fulham,2,3,A,2007-2008
Sunderland,Middlesbrough,3,2,H,2007-2008
Tottenham Hotspur,Bolton Wanderers,1,1,D,2007-2008
West Ham United,Newcastle United,2,2,D,2007-2008
Wigan Athletic,Reading,0,0,D,2007-2008
Portsmouth,Blackburn Rovers,0,1,A,2007-2008
Everton,Aston Villa,2,2,D,2007-2008
Derby County,Arsenal,2,6,A,2007-2008
Manchester United,West Ham United,4,1,H,2007-2008
Aston Villa,Wigan Athletic,0,2,A,2007-2008
Blackburn Rovers,Derby County,3,1,H,2007-2008
Fulham,Birmingham City,2,0,H,2007-2008
Middlesbrough,Portsmouth,2,0,H,2007-2008
Reading,Tottenham Hotspur,0,1,A,2007-2008
Bolton Wanderers,Sunderland,2,0,H,2007-2008
Arsenal,Everton,1,0,H,2007-2008
Liverpool,Manchester City,1,0,H,2007-2008
Newcastle United,Chelsea,0,2,A,2007-2008
Birmingham City,Blackburn Rovers,4,1,H,2007-2008
Chelsea,Bolton Wanderers,1,1,D,2007-2008
Derby County,Reading,0,4,A,2007-2008
Everton,Newcastle United,3,1,H,2007-2008
Middlesbrough,Manchester City,8,1,H,2007-2008
Portsmouth,Fulham,0,1,A,2007-2008
Sunderland,Arsenal,0,1,A,2007-2008
Tottenham Hotspur,Liverpool,0,2,A,2007-2008
West Ham United,Aston Villa,2,2,D,2007-2008
Wigan Athletic,Manchester United,0,2,A,2007-2008
Arsenal,West Bromwich Albion,1,0,H,2008-2009
Bolton Wanderers,Stoke City,3,1,H,2008-2009
Everton,Blackburn Rovers,2,3,A,2008-2009
Hull City,Fulham,2,1,H,2008-2009
Middlesbrough,Tottenham Hotspur,2,1,H,2008-2009
West Ham United,Wigan Athletic,2,1,H,2008-2009
Sunderland,Liverpool,0,1,A,2008-2009
Chelsea,Portsmouth,4,0,H,2008-2009
Aston Villa,Manchester City,4,2,H,2008-2009
Manchester United,Newcastle United,1,1,D,2008-2009
Blackburn Rovers,Hull City,1,1,D,2008-2009
Liverpool,Middlesbrough,2,1,H,2008-2009
Newcastle United,Bolton Wanderers,1,0,H,2008-2009
Stoke City,Aston Villa,3,2,H,2008-2009
Tottenham Hotspur,Sunderland,1,2,A,2008-2009
West Bromwich Albion,Everton,1,2,A,2008-2009
Fulham,Arsenal,1,0,H,2008-2009
Wigan Athletic,Chelsea,0,1,A,2008-2009
Manchester City,West Ham United,3,0,H,2008-2009
Portsmouth,Manchester United,0,1,A,2008-2009
Bolton Wanderers,West Bromwich Albion,0,0,D,2008-2009
Everton,Portsmouth,0,3,A,2008-2009
Hull City,Wigan Athletic,0,5,A,2008-2009
Middlesbrough,Stoke City,2,1,H,2008-2009
West Ham United,Blackburn Rovers,4,1,H,2008-2009
Arsenal,Newcastle United,3,0,H,2008-2009
Chelsea,Tottenham Hotspur,1,1,D,2008-2009
Sunderland,Manchester City,0,3,A,2008-2009
Aston Villa,Liverpool,0,0,D,2008-2009
Liverpool,Manchester United,2,1,H,2008-2009
Blackburn Rovers,Arsenal,0,4,A,2008-2009
Fulham,Bolton Wanderers,2,1,H,2008-2009
Newcastle United,Hull City,1,2,A,2008-2009
Portsmouth,Middlesbrough,2,1,H,2008-2009
West Bromwich Albion,West Ham United,3,2,H,2008-2009
Wigan Athletic,Sunderland,1,1,D,2008-2009
Manchester City,Chelsea,1,3,A,2008-2009
Stoke City,Everton,2,3,A,2008-2009
Tottenham Hotspur,Aston Villa,1,2,A,2008-2009
Sunderland,Middlesbrough,2,0,H,2008-2009
Blackburn Rovers,Fulham,1,0,H,2008-2009
Liverpool,Stoke City,0,0,D,2008-2009
West Ham United,Newcastle United,3,1,H,2008-2009
Bolton Wanderers,Arsenal,1,3,A,2008-2009
West Bromwich Albion,Aston Villa,1,2,A,2008-2009
Chelsea,Manchester United,1,1,D,2008-2009
Hull City,Everton,2,2,D,2008-2009
Manchester City,Portsmouth,6,0,H,2008-2009
Tottenham Hotspur,Wigan Athletic,0,0,D,2008-2009
Everton,Liverpool,0,2,A,2008-2009
Aston Villa,Sunderland,2,1,H,2008-2009
Fulham,West Ham United,1,2,A,2008-2009
Manchester United,Bolton Wanderers,2,0,H,2008-2009
Middlesbrough,West Bromwich Albion,0,1,A,2008-2009
Newcastle United,Blackburn Rovers,1,2,A,2008-2009
Stoke City,Chelsea,0,2,A,2008-2009
Arsenal,Hull City,1,2,A,2008-2009
Portsmouth,Tottenham Hotspur,2,0,H,2008-2009
Wigan Athletic,Manchester City,2,1,H,2008-2009
Sunderland,Arsenal,1,1,D,2008-2009
West Bromwich Albion,Fulham,1,0,H,2008-2009
Wigan Athletic,Middlesbrough,0,1,A,2008-2009
Blackburn Rovers,Manchester United,0,2,A,2008-2009
West Ham United,Bolton Wanderers,1,3,A,2008-2009
Chelsea,Aston Villa,2,0,H,2008-2009
Manchester City,Liverpool,2,3,A,2008-2009
Portsmouth,Stoke City,2,1,H,2008-2009
Tottenham Hotspur,Hull City,0,1,A,2008-2009
Everton,Newcastle United,2,2,D,2008-2009
Middlesbrough,Chelsea,0,5,A,2008-2009
Arsenal,Everton,3,1,H,2008-2009
Aston Villa,Portsmouth,0,0,D,2008-2009
Bolton Wanderers,Blackburn Rovers,0,0,D,2008-2009
Fulham,Sunderland,0,0,D,2008-2009
Liverpool,Wigan Athletic,3,2,H,2008-2009
Manchester United,West Bromwich Albion,4,0,H,2008-2009
Hull City,West Ham United,1,0,H,2008-2009
Stoke City,Tottenham Hotspur,2,1,H,2008-2009
Newcastle United,Manchester City,2,2,D,2008-2009
Everton,Manchester United,1,1,D,2008-2009
Sunderland,Newcastle United,2,1,H,2008-2009
West Bromwich Albion,Hull City,0,3,A,2008-2009
Blackburn Rovers,Middlesbrough,1,1,D,2008-2009
Chelsea,Liverpool,0,1,A,2008-2009
Manchester City,Stoke City,3,0,H,2008-2009
Tottenham Hotspur,Bolton Wanderers,2,0,H,2008-2009
Wigan Athletic,Aston Villa,0,4,A,2008-2009
West Ham United,Arsenal,0,2,A,2008-2009
Portsmouth,Fulham,1,1,D,2008-2009
Newcastle United,West Bromwich Albion,2,1,H,2008-2009
Aston Villa,Blackburn Rovers,3,2,H,2008-2009
Fulham,Wigan Athletic,2,0,H,2008-2009
Hull City,Chelsea,0,3,A,2008-2009
Stoke City,Sunderland,1,0,H,2008-2009
Arsenal,Tottenham Hotspur,4,4,D,2008-2009
Bolton Wanderers,Everton,0,1,A,2008-2009
Liverpool,Portsmouth,1,0,H,2008-2009
Manchester United,West Ham United,2,0,H,2008-2009
Middlesbrough,Manchester City,2,0,H,2008-2009
Everton,Fulham,1,0,H,2008-2009
Chelsea,Sunderland,5,0,H,2008-2009
Manchester United,Hull City,4,3,H,2008-2009
Middlesbrough,West Ham United,1,1,D,2008-2009
Portsmouth,Wigan Athletic,1,2,A,2008-2009
Stoke City,Arsenal,2,1,H,2008-2009
West Bromwich Albion,Blackburn Rovers,2,2,D,2008-2009
Tottenham Hotspur,Liverpool,2,1,H,2008-2009
Bolton Wanderers,Manchester City,2,0,H,2008-2009
Newcastle United,Aston Villa,2,0,H,2008-2009
Arsenal,Manchester United,2,1,H,2008-2009
Wigan Athletic,Stoke City,0,0,D,2008-2009
Hull City,Bolton Wanderers,0,1,A,2008-2009
Sunderland,Portsmouth,1,2,A,2008-2009
West Ham United,Everton,1,3,A,2008-2009
Liverpool,West Bromwich Albion,3,0,H,2008-2009
Blackburn Rovers,Chelsea,0,2,A,2008-2009
Aston Villa,Middlesbrough,1,2,A,2008-2009
Manchester City,Tottenham Hotspur,1,2,A,2008-2009
Fulham,Newcastle United,2,1,H,2008-2009
Bolton Wanderers,Liverpool,0,2,A,2008-2009
Arsenal,Aston Villa,0,2,A,2008-2009
Blackburn Rovers,Sunderland,1,2,A,2008-2009
Fulham,Tottenham Hotspur,2,1,H,2008-2009
Manchester United,Stoke City,5,0,H,2008-2009
Newcastle United,Wigan Athletic,2,2,D,2008-2009
West Ham United,Portsmouth,0,0,D,2008-2009
West Bromwich Albion,Chelsea,0,3,A,2008-2009
Everton,Middlesbrough,1,1,D,2008-2009
Hull City,Manchester City,2,2,D,2008-2009
Chelsea,Newcastle United,0,0,D,2008-2009
Liverpool,Fulham,0,0,D,2008-2009
Manchester City,Arsenal,3,0,H,2008-2009
Middlesbrough,Bolton Wanderers,1,3,A,2008-2009
Portsmouth,Hull City,2,2,D,2008-2009
Stoke City,West Bromwich Albion,1,0,H,2008-2009
Aston Villa,Manchester United,0,0,D,2008-2009
Tottenham Hotspur,Blackburn Rovers,1,0,H,2008-2009
Sunderland,West Ham United,0,1,A,2008-2009
Wigan Athletic,Everton,1,0,H,2008-2009
Aston Villa,Fulham,0,0,D,2008-2009
Middlesbrough,Newcastle United,0,0,D,2008-2009
Stoke City,Hull City,1,1,D,2008-2009
Sunderland,Bolton Wanderers,1,4,A,2008-2009
Wigan Athletic,West Bromwich Albion,2,1,H,2008-2009
Manchester City,Manchester United,0,1,A,2008-2009
Portsmouth,Blackburn Rovers,3,2,H,2008-2009
Tottenham Hotspur,Everton,0,1,A,2008-2009
Chelsea,Arsenal,1,2,A,2008-2009
Liverpool,West Ham United,0,0,D,2008-2009
Fulham,Manchester City,1,1,D,2008-2009
Arsenal,Wigan Athletic,1,0,H,2008-2009
Blackburn Rovers,Liverpool,1,3,A,2008-2009
Bolton Wanderers,Chelsea,0,2,A,2008-2009
Hull City,Middlesbrough,2,1,H,2008-2009
Newcastle United,Stoke City,2,2,D,2008-2009
Manchester United,Sunderland,1,0,H,2008-2009
West Bromwich Albion,Portsmouth,1,1,D,2008-2009
Everton,Aston Villa,2,3,A,2008-2009
West Ham United,Tottenham Hotspur,0,2,A,2008-2009
Middlesbrough,Arsenal,1,1,D,2008-2009
Aston Villa,Bolton Wanderers,4,2,H,2008-2009
Liverpool,Hull City,2,2,D,2008-2009
Manchester City,Everton,0,1,A,2008-2009
Stoke City,Fulham,0,0,D,2008-2009
Sunderland,West Bromwich Albion,4,0,H,2008-2009
Wigan Athletic,Blackburn Rovers,3,0,H,2008-2009
Tottenham Hotspur,Manchester United,0,0,D,2008-2009
Portsmouth,Newcastle United,0,3,A,2008-2009
Chelsea,West Ham United,1,1,D,2008-2009
Blackburn Rovers,Stoke City,3,0,H,2008-2009
Bolton Wanderers,Portsmouth,2,1,H,2008-2009
Fulham,Middlesbrough,3,0,H,2008-2009
Hull City,Sunderland,1,4,A,2008-2009
West Ham United,Aston Villa,0,1,A,2008-2009
West Bromwich Albion,Manchester City,2,1,H,2008-2009
Newcastle United,Tottenham Hotspur,2,1,H,2008-2009
Arsenal,Liverpool,1,1,D,2008-2009
Everton,Chelsea,0,0,D,2008-2009
Stoke City,Manchester United,0,1,A,2008-2009
Chelsea,West Bromwich Albion,2,0,H,2008-2009
Portsmouth,West Ham United,1,4,A,2008-2009
Tottenham Hotspur,Fulham,0,0,D,2008-2009
Liverpool,Bolton Wanderers,3,0,H,2008-2009
Manchester City,Hull City,5,1,H,2008-2009
Middlesbrough,Everton,0,1,A,2008-2009
Sunderland,Blackburn Rovers,0,0,D,2008-2009
Wigan Athletic,Newcastle United,2,1,H,2008-2009
Aston Villa,Arsenal,2,2,D,2008-2009
Newcastle United,Liverpool,1,5,A,2008-2009
Arsenal,Portsmouth,1,0,H,2008-2009
Bolton Wanderers,Wigan Athletic,0,1,A,2008-2009
Everton,Sunderland,3,0,H,2008-2009
Fulham,Chelsea,2,2,D,2008-2009
West Bromwich Albion,Tottenham Hotspur,2,0,H,2008-2009
West Ham United,Stoke City,2,1,H,2008-2009
Blackburn Rovers,Manchester City,2,2,D,2008-2009
Manchester United,Middlesbrough,1,0,H,2008-2009
Hull City,Aston Villa,0,1,A,2008-2009
Aston Villa,West Bromwich Albion,2,1,H,2008-2009
Arsenal,Bolton Wanderers,1,0,H,2008-2009
Everton,Hull City,2,0,H,2008-2009
Middlesbrough,Sunderland,1,1,D,2008-2009
Newcastle United,West Ham United,2,2,D,2008-2009
Stoke City,Liverpool,0,0,D,2008-2009
Wigan Athletic,Tottenham Hotspur,1,0,H,2008-2009
Manchester United,Chelsea,3,0,H,2008-2009
Manchester United,Wigan Athletic,1,0,H,2008-2009
Blackburn Rovers,Newcastle United,3,0,H,2008-2009
Bolton Wanderers,Manchester United,0,1,A,2008-2009
Chelsea,Stoke City,2,1,H,2008-2009
Manchester City,Wigan Athletic,1,0,H,2008-2009
Sunderland,Aston Villa,1,2,A,2008-2009
West Bromwich Albion,Middlesbrough,3,0,H,2008-2009
Hull City,Arsenal,1,3,A,2008-2009
West Ham United,Fulham,3,1,H,2008-2009
Tottenham Hotspur,Portsmouth,1,1,D,2008-2009
Liverpool,Everton,1,1,D,2008-2009
Sunderland,Fulham,1,0,H,2008-2009
West Bromwich Albion,Manchester United,0,5,A,2008-2009
Portsmouth,Aston Villa,0,1,A,2008-2009
Tottenham Hotspur,Stoke City,3,1,H,2008-2009
Chelsea,Middlesbrough,2,0,H,2008-2009
Manchester City,Newcastle United,2,1,H,2008-2009
Wigan Athletic,Liverpool,1,1,D,2008-2009
Blackburn Rovers,Bolton Wanderers,2,2,D,2008-2009
Everton,Arsenal,1,1,D,2008-2009
West Ham United,Hull City,2,0,H,2008-2009
Stoke City,Manchester City,1,0,H,2008-2009
Arsenal,West Ham United,0,0,D,2008-2009
Aston Villa,Wigan Athletic,0,0,D,2008-2009
Bolton Wanderers,Tottenham Hotspur,3,2,H,2008-2009
Fulham,Portsmouth,3,1,H,2008-2009
Hull City,West Bromwich Albion,2,2,D,2008-2009
Middlesbrough,Blackburn Rovers,0,0,D,2008-2009
Manchester United,Everton,1,0,H,2008-2009
Newcastle United,Sunderland,1,1,D,2008-2009
Liverpool,Chelsea,2,0,H,2008-2009
Manchester City,Middlesbrough,1,0,H,2008-2009
Blackburn Rovers,Aston Villa,0,2,A,2008-2009
Chelsea,Hull City,0,0,D,2008-2009
Everton,Bolton Wanderers,3,0,H,2008-2009
Sunderland,Stoke City,2,0,H,2008-2009
West Bromwich Albion,Newcastle United,2,3,A,2008-2009
Wigan Athletic,Fulham,0,0,D,2008-2009
Portsmouth,Liverpool,2,3,A,2008-2009
Tottenham Hotspur,Arsenal,0,0,D,2008-2009
West Ham United,Manchester United,0,1,A,2008-2009
Portsmouth,Manchester City,2,0,H,2008-2009
Manchester United,Fulham,3,0,H,2008-2009
Aston Villa,Chelsea,0,1,A,2008-2009
Arsenal,Sunderland,0,0,D,2008-2009
Bolton Wanderers,West Ham United,2,1,H,2008-2009
Middlesbrough,Wigan Athletic,0,0,D,2008-2009
Stoke City,Portsmouth,2,2,D,2008-2009
Manchester United,Blackburn Rovers,2,1,H,2008-2009
Fulham,West Bromwich Albion,2,0,H,2008-2009
Liverpool,Manchester City,1,1,D,2008-2009
Newcastle United,Everton,0,0,D,2008-2009
Hull City,Tottenham Hotspur,1,2,A,2008-2009
Everton,West Bromwich Albion,2,0,H,2008-2009
Arsenal,Fulham,0,0,D,2008-2009
Chelsea,Wigan Athletic,2,1,H,2008-2009
Middlesbrough,Liverpool,2,0,H,2008-2009
Hull City,Blackburn Rovers,1,2,A,2008-2009
West Ham United,Manchester City,1,0,H,2008-2009
Bolton Wanderers,Newcastle United,1,0,H,2008-2009
Aston Villa,Stoke City,2,2,D,2008-2009
Portsmouth,Chelsea,0,1,A,2008-2009
West Bromwich Albion,Arsenal,1,3,A,2008-2009
Liverpool,Sunderland,2,0,H,2008-2009
Manchester City,Aston Villa,2,0,H,2008-2009
Newcastle United,Manchester United,1,2,A,2008-2009
Stoke City,Bolton Wanderers,2,0,H,2008-2009
Wigan Athletic,West Ham United,0,1,A,2008-2009
Blackburn Rovers,Everton,0,0,D,2008-2009
Fulham,Hull City,0,1,A,2008-2009
Tottenham Hotspur,Middlesbrough,4,0,H,2008-2009
Sunderland,Tottenham Hotspur,1,1,D,2008-2009
Fulham,Blackburn Rovers,1,2,A,2008-2009
Manchester United,Liverpool,1,4,A,2008-2009
Arsenal,Blackburn Rovers,4,0,H,2008-2009
Bolton Wanderers,Fulham,1,3,A,2008-2009
Everton,Stoke City,3,1,H,2008-2009
Hull City,Newcastle United,1,1,D,2008-2009
Middlesbrough,Portsmouth,1,1,D,2008-2009
Sunderland,Wigan Athletic,1,2,A,2008-2009
Chelsea,Manchester City,1,0,H,2008-2009
Aston Villa,Tottenham Hotspur,1,2,A,2008-2009
West Ham United,West Bromwich Albion,0,0,D,2008-2009
Portsmouth,Everton,2,1,H,2008-2009
Blackburn Rovers,West Ham United,1,1,D,2008-2009
Fulham,Manchester United,2,0,H,2008-2009
Stoke City,Middlesbrough,1,0,H,2008-2009
Tottenham Hotspur,Chelsea,1,0,H,2008-2009
West Bromwich Albion,Bolton Wanderers,1,1,D,2008-2009
Newcastle United,Arsenal,1,3,A,2008-2009
Wigan Athletic,Hull City,1,0,H,2008-2009
Manchester City,Sunderland,1,0,H,2008-2009
Liverpool,Aston Villa,5,0,H,2008-2009
Blackburn Rovers,Tottenham Hotspur,2,1,H,2008-2009
Arsenal,Manchester City,2,0,H,2008-2009
Bolton Wanderers,Middlesbrough,4,1,H,2008-2009
Hull City,Portsmouth,0,0,D,2008-2009
Newcastle United,Chelsea,0,2,A,2008-2009
